Source Title,DOI,TD_Score
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2107513,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2166263,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2011.05.009,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2103074,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0393-3,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2163407,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2160640,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2165542,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0343-0,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2160346,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2160061,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2011.05.008,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2162410,1.0
IEEE PULSE,10.1109/MPUL.2011.942603,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0333-2,1.0
IEEE PULSE,10.1109/MPUL.2011.942953,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2156795,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.10.008,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-10-71,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2125790,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2157155,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0285-6,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2010.10.002,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2095854,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0301-x,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0290-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2087378,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0262-0,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2011.01.002,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0309-2,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.10.025,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0239-4,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.11.004,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4002932,1.0
IEEE PULSE,10.1109/MPUL.2011.940387,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0231-z,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2085003,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2085437,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.10.002,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4003117,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0183-3,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2089454,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2010.07.004,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2084576,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.821,1.0
IEEE PULSE,10.1109/MPUL.2010.939602,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0125-0,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.721,1.0
IEEE PULSE,10.1109/MPUL.2010.939605,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2085082,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2086455,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.839,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.74,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0157-5,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0163-7,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0168-2,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-9-83,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0117-0,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0110-7,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4002561,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0103-6,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2073467,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.46,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-9-64,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2033663,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2072752,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.05.005,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.36,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2052618,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.44,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.04.013,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2047644,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0002-x,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0016-4,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0001-y,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-9-34,1.0
IEEE PULSE,10.1109/MPUL.2010.937245,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2046484,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9978-5,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.28,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2041000,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2037808,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2040617,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0035-1,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.04.001,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.01.002,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9959-8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2037606,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9938-0,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2036598,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2010.02.004,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2010.01.002,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2030169,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9939-z,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.10.012,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9888-6,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9877-9,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9924-6,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9814-y,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2030170,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-9-1,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.10.007,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.09.53,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2028316,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.769,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2029983,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9821-z,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9795-x,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2028419,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.07.015,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2019962,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9760-8,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.09.50,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2023795,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9699-9,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.01.006,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.01.009,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9672-7,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.09.6,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2005954,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2006025,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2003093,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2005956,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-8-1,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2008.04.007,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2008.04.015,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4033735,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4033741,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1532-z,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1522-1,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1080/17434440.2016.1195259,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2016.04.004,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4033148,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4033288,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1080/17434440.2016.1184969,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4033243,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.1007/s40846-016-0138-8,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1080/17434440.2016.1187559,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4033144,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2016.02.006,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1481-6,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2016.01.010,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2015.2480242,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-016-0151-8,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.1007/s40846-016-0121-4,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.1007/s40846-016-0124-1,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.1007/s40846-016-0130-3,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2015.12.008,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2015.2471094,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2015.11.007,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1447-8,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2016.1128821,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2015.09.001,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2015.2462292,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1380-x,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-016-0127-8,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0118-1,1.0
IEEE PULSE,10.1109/MPUL.2015.2498463,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1381-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2015.2458583,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1519-9,1.0
IEEE PULSE,10.1109/MPUL.2015.2498498,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4030857,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.1007/s40846-015-0083-y,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1308-5,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2015.06.010,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.1007/s40846-015-0086-8,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0076-7,1.0
IEEE PULSE,10.1109/MPUL.2015.2456651,1.0
IEEE PULSE,10.1109/MPUL.2015.2456231,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4030595,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4030548,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4030568,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1369-5,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0074-9,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1226-y,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1237-8,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2015.05.007,1.0
IEEE PULSE,10.1109/MPUL.2015.2428296,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0063-z,1.0
IEEE PULSE,10.1109/MPUL.2015.2428302,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2015.04.006,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-015-1332-5,1.0
IEEE PULSE,10.1109/MPUL.2015.2428506,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0036-2,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2015.2399654,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2015.2391913,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4030139,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2015.2401976,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4030150,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0046-0,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1164-8,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0034-4,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2385102,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2014.12.011,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2381270,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2014.09.003,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-015-0014-8,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4029317,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2377197,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1207-1,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2014.09.014,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.11.003,1.0
IEEE PULSE,10.1109/MPUL.2014.2366892,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1076-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2347284,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.08.005,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1112-7,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.08.007,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1122-5,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-154,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-151,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2014.07.013,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2339499,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.07.015,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2326009,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.04.007,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1064-y,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.07.004,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1046-0,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2014.03.009,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4027119,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4027041,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2014.03.011,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2318774,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4027103,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.05.006,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-93,1.0
IEEE PULSE,10.1109/MPUL.2014.2321219,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0889-0,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2014.925396,1.0
IEEE PULSE,10.1109/MPUL.2014.2321212,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1001-0,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2014.02.015,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.12.010,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4027013,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4026561,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2309119,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2014.894458,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-0977-9,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-39,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0945-9,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0951-y,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2014.2300838,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2294013,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-34,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-31,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4026450,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.12.009,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0934-z,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.11.006,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4025449,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2284069,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0922-3,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2280900,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-5,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-13-4,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2238537,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.07.001,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.08.011,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.1133,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.1774,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-126,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4025184,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2267151,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-119,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2013.839211,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.06.001,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2270914,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.06.002,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2271723,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.06.004,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.05.008,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.06.003,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-108,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.03.018,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0781-y,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024347,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024497,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.03.007,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024519,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2261067,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024348,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2258020,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2260339,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-79,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0821-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2252174,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2248154,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-71,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0679-0,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2247402,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2012.09.007,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024313,1.0
